feature	mapped_value
('4', '4437')	2704
('16', '4383')	2705
('141', '182')	2706
('45', '4436')	2707
('6', '4395')	2708
('153', '182')	2709
('19', '4444')	2710
('20', '4452')	2711
('4', '4457')	2712
('4', '4467')	2713
('206', '424')	2714
('14', '4467')	2715
('14', '4470')	2716
('953', '4472')	2717
('53', '414')	2718
('14', '2827')	2719
('67', '4480')	2720
('37', '4452')	2721
('4', '4482')	2722
('52', '4483')	2723
('67', '414')	2724
('14', '4486')	2725
('14', '4494')	2726
('70', '4498')	2727
('4', '4500')	2728
('72', '4498')	2729
('14', '4501')	2730
('5', '4508')	2731
('961', '4472')	2732
('14', '4511')	2733
('70', '3521')	2734
('4', '4470')	2735
('4', '4520')	2736
('14', '4482')	2737
('60', '4483')	2738
('4', '4521')	2739
('19', '4452')	2740
('206', '532')	2741
('14', '4524')	2742
('7', '4452')	2743
('4', '4526')	2744
('99', '83')	2745
('4', '4524')	2746
('14', '4457')	2747
('66', '4483')	2748
('14', '4526')	2749
('4', '4511')	2750
('72', '3521')	2751
('14', '4521')	2752
('14', '4520')	2753
('89', '83')	2754
('53', '4480')	2755
('14', '1797')	2756
('14', '4528')	2757
('4', '4501')	2758
('63', '4483')	2759
('14', '4529')	2760
('72', '2507')	2761
('14', '4530')	2762
('4', '4529')	2763
('4', '1797')	2764
('70', '2507')	2765
('14', '4500')	2766
('4', '4528')	2767
('4', '4532')	2768
('4', '4530')	2769
('14', '4532')	2770
('8', '4498')	2771
('4', '4486')	2772
('7', '4444')	2773
('4', '4494')	2774
('5', '4533')	2775
('15', '3120')	2776
('19', '4668')	2777
('0', '4670')	2778
('5', '4677')	2779
('9', '3120')	2780
('9', '3110')	2781
('4', '4695')	2782
('7', '4668')	2783
('15', '3110')	2784
('14', '4695')	2785
('9', '858')	2786
('14', '4719')	2787
('34', '795')	2788
('28', '832')	2789
('22', '812')	2790
('4', '4741')	2791
('62', '795')	2792
('14', '4748')	2793
('53', '4389')	2794
('70', '2622')	2795
('14', '4741')	2796
('9', '790')	2797
('13', '816')	2798
('9', '834')	2799
('35', '839')	2800
('4', '4719')	2801
('8', '4755')	2802
('67', '4389')	2803
('4', '1682')	2804
('72', '2622')	2805
('14', '1682')	2806
('4', '4748')	2807
('102', '1076')	2808
('102', '1674')	2809
('112', '1674')	2810
('112', '1076')	2811
('5', '4798')	2812
('5', '4863')	2813
('5', '4866')	2814
('5', '4872')	2815
('231', '78')	2816
('4', '4877')	2817
('5', '4879')	2818
('8', '4880')	2819
('5', '4884')	2820
('5', '4893')	2821
('240', '4887')	2822
('8', '4896')	2823
('8', '778')	2824
('231', '4887')	2825
('14', '4877')	2826
('4', '4908')	2827
('5', '4910')	2828
('5', '4917')	2829
('8', '4919')	2830
('5', '4920')	2831
('4', '4922')	2832
('5', '4930')	2833
('14', '4922')	2834
('8', '2720')	2835
('14', '4908')	2836
('5', '4935')	2837
('4', '4947')	2838
('5', '4966')	2839
('14', '4967')	2840
('14', '4947')	2841
('4', '4967')	2842
('5', '4984')	2843
('5', '4996')	2844
('5', '5021')	2845
('138', '14')	2846
('136', '14')	2847
('5', '5036')	2848
('5', '5040')	2849
('5', '5127')	2850
('14', '5133')	2851
('89', '125')	2852
('70', '14')	2853
('127', '106')	2854
('99', '125')	2855
('72', '14')	2856
('94', '106')	2857
('70', '5144')	2858
('72', '5144')	2859
('4', '5133')	2860
('104', '941')	2861
('70', '4323')	2862
('111', '941')	2863
('78', '2512')	2864
('8', '4157')	2865
('72', '4323')	2866
('122', '2512')	2867
('9', '4021')	2868
('14', '616')	2869
('4', '5186')	2870
('4', '616')	2871
('14', '5186')	2872
('66', '588')	2873
('14', '5194')	2874
('60', '588')	2875
('14', '5198')	2876
('14', '1262')	2877
('19', '5203')	2878
('7', '5203')	2879
('4', '5211')	2880
('127', '264')	2881
('19', '5218')	2882
('14', '1205')	2883
('14', '5211')	2884
('5', '5220')	2885
('7', '5218')	2886
('4', '5198')	2887
('4', '5222')	2888
('70', '97')	2889
('89', '264')	2890
('8', '5229')	2891
('94', '264')	2892
('4', '5233')	2893
('99', '264')	2894
('72', '97')	2895
('14', '5233')	2896
('14', '5222')	2897
('597', '5237')	2898
('574', '5238')	2899
('967', '5239')	2900
('967', '5241')	2901
('638', '5244')	2902
('4', '5245')	2903
('651', '5246')	2904
('1075', '5247')	2905
('48', '5248')	2906
('620', '5244')	2907
('969', '637')	2908
('584', '5252')	2909
('612', '5253')	2910
('1077', '5254')	2911
('571', '5243')	2912
('1079', '5247')	2913
('596', '5256')	2914
('601', '3170')	2915
('599', '5257')	2916
('1077', '5258')	2917
('6', '4180')	2918
('588', '5259')	2919
('975', '5256')	2920
('563', '5261')	2921
('566', '5262')	2922
('598', '5244')	2923
('1081', '5263')	2924
('1082', '5265')	2925
('575', '4597')	2926
('14', '5245')	2927
('580', '5268')	2928
('972', '5271')	2929
('968', '5272')	2930
('595', '5273')	2931
('569', '4597')	2932
('574', '5267')	2933
('560', '5276')	2934
('206', '5277')	2935
('595', '5279')	2936
('5', '5280')	2937
('579', '5282')	2938
('597', '5283')	2939
('567', '5259')	2940
('615', '5244')	2941
('569', '131')	2942
('579', '5252')	2943
('1088', '5265')	2944
('251', '5248')	2945
('1090', '5256')	2946
('608', '5287')	2947
('5', '5288')	2948
('625', '5289')	2949
('1077', '5290')	2950
('636', '5246')	2951
('574', '5284')	2952
('599', '5292')	2953
('576', '5289')	2954
('560', '5293')	2955
('638', '5294')	2956
('14', '5295')	2957
('579', '5296')	2958
('581', '5298')	2959
('599', '5299')	2960
('560', '5297')	2961
('597', '5298')	2962
('1094', '5274')	2963
('33', '66')	2964
('572', '5257')	2965
('967', '5254')	2966
('592', '5246')	2967
('653', '5263')	2968
('574', '5297')	2969
('621', '5263')	2970
('4', '5302')	2971
('979', '5259')	2972
('1097', '5247')	2973
('1077', '5304')	2974
('5', '5305')	2975
('1098', '5306')	2976
('1098', '5307')	2977
('1077', '5239')	2978
('206', '5308')	2979
('206', '66')	2980
('572', '5292')	2981
('595', '5301')	2982
('967', '5249')	2983
('1077', '5303')	2984
('1102', '5247')	2985
('600', '5255')	2986
('967', '5304')	2987
('632', '5253')	2988
('590', '5240')	2989
('1077', '5241')	2990
('5', '5311')	2991
('640', '4597')	2992
('1104', '5274')	2993
('1105', '637')	2994
('571', '5310')	2995
('14', '5312')	2996
('1106', '5247')	2997
('33', '5308')	2998
('14', '5315')	2999
('4', '5315')	3000
('566', '5268')	3001
('970', '5307')	3002
('647', '5301')	3003
('31', '5317')	3004
('580', '5262')	3005
('581', '5283')	3006
('574', '5276')	3007
('599', '5313')	3008
('572', '5313')	3009
('579', '5314')	3010
('584', '5314')	3011
('44', '4180')	3012
('4', '5312')	3013
('5', '5318')	3014
('581', '5237')	3015
('629', '5309')	3016
('581', '5270')	3017
('974', '5272')	3018
('644', '5246')	3019
('578', '5287')	3020
('967', '5258')	3021
('566', '5320')	3022
('1112', '5259')	3023
('572', '5299')	3024
('643', '5255')	3025
('584', '5296')	3026
('970', '5306')	3027
('560', '5267')	3028
('617', '5321')	3029
('783', '5322')	3030
('1114', '5272')	3031
('569', '5321')	3032
('1115', '5272')	3033
('14', '5323')	3034
('617', '131')	3035
('617', '4597')	3036
('627', '5256')	3037
('584', '5282')	3038
('1116', '5263')	3039
('33', '5277')	3040
('571', '5261')	3041
('1077', '5249')	3042
('966', '5247')	3043
('597', '5270')	3044
('574', '5293')	3045
('14', '5302')	3046
('560', '5284')	3047
('580', '5324')	3048
('4', '5295')	3049
('214', '5322')	3050
('647', '5279')	3051
('563', '5310')	3052
('566', '5324')	3053
('4', '5323')	3054
('620', '5294')	3055
('647', '5273')	3056
('580', '5320')	3057
('967', '5290')	3058
('594', '5240')	3059
('1121', '5271')	3060
('610', '3170')	3061
('967', '5303')	3062
('15', '5326')	3063
('26', '5317')	3064
('560', '5238')	3065
('563', '5243')	3066
('602', '5309')	3067
('14', '5327')	3068
('14', '5329')	3069
('14', '5332')	3070
('273', '5333')	3071
('4', '5339')	3072
('102', '0')	3073
('83', '5341')	3074
('25', '5343')	3075
('4', '5346')	3076
('14', '5347')	3077
('138', '2000')	3078
('5', '2754')	3079
('108', '5352')	3080
('72', '980')	3081
('14', '5353')	3082
('14', '5355')	3083
('4', '5356')	3084
('9', '5359')	3085
('60', '5360')	3086
('14', '5361')	3087
('70', '980')	3088
('4', '5363')	3089
('4', '5332')	3090
('232', '5364')	3091
('4', '5365')	3092
('171', '5366')	3093
('4', '5353')	3094
('108', '5341')	3095
('75', '5369')	3096
('273', '5370')	3097
('14', '5339')	3098
('273', '5373')	3099
('5', '3521')	3100
('66', '5360')	3101
('4', '5361')	3102
('14', '5377')	3103
('4', '5327')	3104
('4', '5378')	3105
('4', '5381')	3106
('5', '5383')	3107
('14', '5384')	3108
('4', '3507')	3109
('5', '5386')	3110
('83', '5387')	3111
('5', '4323')	3112
('14', '5389')	3113
('4', '5390')	3114
('5', '1079')	3115
('14', '5391')	3116
('1131', '1459')	3117
('78', '0')	3118
('4', '5393')	3119
('4', '5347')	3120
('4', '5394')	3121
('19', '5395')	3122
('275', '5396')	3123
('4', '5397')	3124
('4', '5400')	3125
('14', '5402')	3126
('275', '5404')	3127
('4', '5405')	3128
('14', '5397')	3129
('4', '5407')	3130
('70', '5408')	3131
('3', '5409')	3132
('220', '5410')	3133
('14', '5413')	3134
('14', '5394')	3135
('4', '5415')	3136
('8', '2000')	3137
('14', '5416')	3138
('771', '5410')	3139
('4', '5418')	3140
('14', '5400')	3141
('5', '5419')	3142
('72', '5408')	3143
('53', '5420')	3144
('4', '5413')	3145
('275', '5333')	3146
('63', '5360')	3147
('38', '5422')	3148
('4', '5384')	3149
('4', '5423')	3150
('14', '5418')	3151
('4', '5424')	3152
('4', '5416')	3153
('275', '5370')	3154
('40', '5422')	3155
('108', '5426')	3156
('108', '5428')	3157
('273', '5404')	3158
('4', '5402')	3159
('14', '5430')	3160
('4', '5432')	3161
('14', '3507')	3162
('337', '5404')	3163
('14', '5381')	3164
('14', '5434')	3165
('14', '5435')	3166
('5', '5436')	3167
('6', '0')	3168
('1136', '5410')	3169
('14', '3511')	3170
('5', '12')	3171
('14', '5365')	3172
('14', '5390')	3173
('273', '5396')	3174
('83', '5352')	3175
('83', '5426')	3176
('275', '5373')	3177
('14', '5378')	3178
('4', '5434')	3179
('14', '5356')	3180
('122', '0')	3181
('4', '5439')	3182
('14', '5440')	3183
('251', '74')	3184
('1', '5409')	3185
('14', '5363')	3186
('4', '5442')	3187
('4', '5329')	3188
('237', '5364')	3189
('108', '5444')	3190
('14', '5445')	3191
('14', '5442')	3192
('14', '5432')	3193
('4', '5446')	3194
('4', '3511')	3195
('31', '44')	3196
('4', '5440')	3197
('14', '5439')	3198
('15', '5359')	3199
('52', '5360')	3200
('68', '5449')	3201
('206', '56')	3202
('4', '5435')	3203
('210', '5410')	3204
('4', '5355')	3205
('5', '5369')	3206
('108', '5387')	3207
('142', '0')	3208
('4', '5430')	3209
('166', '5366')	3210
('12', '5453')	3211
('83', '5444')	3212
('14', '5424')	3213
('14', '5346')	3214
('238', '5364')	3215
('27', '5454')	3216
('14', '5407')	3217
('50', '5454')	3218
('108', '5455')	3219
('39', '5453')	3220
('75', '1079')	3221
('14', '4103')	3222
('67', '5420')	3223
('1138', '1459')	3224
('51', '5449')	3225
('7', '5395')	3226
('14', '5393')	3227
('4', '4103')	3228
('14', '5423')	3229
('4', '5389')	3230
('47', '5343')	3231
('250', '5364')	3232
('83', '5455')	3233
('4', '5377')	3234
('448', '2632')	3235
('75', '2574')	3236
('14', '5446')	3237
('14', '5415')	3238
('4', '5391')	3239
('154', '0')	3240
('4', '5445')	3241
('136', '2000')	3242
('83', '5428')	3243
('14', '5405')	3244
('33', '5464')	3245
('44', '88')	3246
('5', '960')	3247
('42', '5468')	3248
('26', '5471')	3249
('14', '5472')	3250
('14', '3518')	3251
('14', '5474')	3252
('5', '5476')	3253
('42', '960')	3254
('48', '5482')	3255
('225', '100')	3256
('806', '100')	3257
('8', '1536')	3258
('206', '4317')	3259
('5', '5526')	3260
('5', '5537')	3261
('5', '5544')	3262
('5', '5548')	3263
('5', '5559')	3264
('8', '2989')	3265
('8', '5571')	3266
('5', '5576')	3267
('5', '5579')	3268
('5', '5584')	3269
('8', '969')	3270
('8', '5589')	3271
('5', '5459')	3272
('5', '5593')	3273
('5', '5598')	3274
('138', '93')	3275
('142', '133')	3276
('136', '93')	3277
('154', '133')	3278
('5', '5617')	3279
('5', '5616')	3280
('5', '5628')	3281
('303', '5692')	3282
('21', '5723')	3283
('8', '5724')	3284
('83', '5726')	3285
('4', '5727')	3286
('12', '5731')	3287
('15', '5733')	3288
('108', '5734')	3289
('14', '5727')	3290
('153', '1379')	3291
('28', '5723')	3292
('83', '5735')	3293
('108', '5735')	3294
('64', '5736')	3295
('83', '5737')	3296
('154', '1379')	3297
('1168', '938')	3298
('108', '5737')	3299
('212', '5742')	3300
('1169', '1977')	3301
('14', '5743')	3302
('39', '5731')	3303
('9', '5746')	3304
('8', '5144')	3305
('25', '5739')	3306
('83', '5748')	3307
('176', '5723')	3308
('5', '5749')	3309
('4', '5750')	3310
('8', '3066')	3311
('14', '5753')	3312
('108', '5754')	3313
('5', '5755')	3314
('35', '5756')	3315
('4', '5758')	3316
('4', '5759')	3317
('14', '5758')	3318
('14', '5759')	3319
('14', '5762')	3320
('4', '5763')	3321
('108', '5766')	3322
('4', '5762')	3323
('64', '5768')	3324
('141', '1379')	3325
('14', '5770')	3326
('203', '5772')	3327
('94', '5773')	3328
('19', '5774')	3329
('127', '5773')	3330
('1169', '75')	3331
('14', '5776')	3332
('63', '5777')	3333
('66', '5777')	3334
('4', '5743')	3335
('14', '5750')	3336
('17', '5756')	3337
('1172', '1889')	3338
('83', '5734')	3339
('14', '5779')	3340
('46', '81')	3341
('83', '5780')	3342
('5', '5781')	3343
('72', '93')	3344
('108', '5780')	3345
('52', '5777')	3346
('70', '93')	3347
('15', '5746')	3348
('9', '5733')	3349
('16', '5773')	3350
('4', '5779')	3351
('176', '5736')	3352
('108', '5726')	3353
('27', '5784')	3354
('99', '5773')	3355
('83', '5754')	3356
('64', '5723')	3357
('4', '5770')	3358
('4', '5776')	3359
('14', '5786')	3360
('36', '115')	3361
('212', '5772')	3362
('47', '5739')	3363
('75', '5787')	3364
('59', '5788')	3365
('75', '5789')	3366
('108', '5748')	3367
('54', '5788')	3368
('4', '5474')	3369
('28', '5736')	3370
('18', '115')	3371
('1169', '2014')	3372
('21', '5791')	3373
('7', '5774')	3374
('21', '5736')	3375
('93', '5789')	3376
('28', '5791')	3377
('83', '5766')	3378
('4', '5753')	3379
('1173', '2016')	3380
('142', '1379')	3381
('89', '5773')	3382
('203', '5742')	3383
('11', '81')	3384
('50', '5784')	3385
('13', '5773')	3386
('4', '5786')	3387
('60', '5777')	3388
('176', '5768')	3389
('14', '5763')	3390
('14', '5802')	3391
('8', '5803')	3392
('8', '5807')	3393
('5', '5811')	3394
('8', '5813')	3395
('5', '5816')	3396
('5', '5819')	3397
('5', '5823')	3398
('8', '5826')	3399
('5', '5834')	3400
('8', '5853')	3401
('4', '5861')	3402
('14', '5864')	3403
('5', '4135')	3404
('4', '5802')	3405
('4', '5882')	3406
('14', '5882')	3407
('14', '5884')	3408
('5', '5886')	3409
('4', '5884')	3410
('8', '5906')	3411
('4', '5864')	3412
('5', '5910')	3413
('14', '5861')	3414
('53', '0')	3415
('560', '5918')	3416
('1075', '5926')	3417
('5', '5929')	3418
('13', '5930')	3419
('53', '4405')	3420
('5', '5933')	3421
('64', '5935')	3422
('9', '5937')	3423
('9', '817')	3424
('1115', '5943')	3425
('560', '5944')	3426
('574', '5945')	3427
('67', '4405')	3428
('34', '5954')	3429
('1102', '5926')	3430
('4', '3518')	3431
('560', '5959')	3432
('574', '5944')	3433
('5', '5962')	3434
('560', '5945')	3435
('632', '5963')	3436
('206', '1730')	3437
('612', '5963')	3438
('574', '5959')	3439
('31', '1629')	3440
('28', '5935')	3441
('14', '5983')	3442
('8', '1838')	3443
('974', '5943')	3444
('574', '5988')	3445
('574', '5989')	3446
('14', '5990')	3447
('1079', '5926')	3448
('560', '5988')	3449
('560', '5997')	3450
('9', '5998')	3451
('560', '5989')	3452
('560', '5999')	3453
('574', '5999')	3454
('251', '1743')	3455
('9', '6003')	3456
('5', '6005')	3457
('574', '5997')	3458
('62', '5954')	3459
('966', '5926')	3460
('67', '0')	3461
('6', '1076')	3462
('4', '5983')	3463
('5', '6009')	3464
('4', '5990')	3465
('574', '5918')	3466
('35', '6011')	3467
('11', '6014')	3468
('6', '6017')	3469
('215', '6020')	3470
('176', '6020')	3471
('791', '6021')	3472
('102', '6025')	3473
('24', '3089')	3474
('102', '88')	3475
('112', '6029')	3476
('153', '6029')	3477
('337', '6030')	3478
('35', '6031')	3479
('127', '6032')	3480
('11', '6033')	3481
('448', '100')	3482
('792', '6021')	3483
('9', '6035')	3484
('81', '6032')	3485
('149', '6032')	3486
('78', '6017')	3487
('26', '6038')	3488
('70', '6040')	3489
('112', '88')	3490
('148', '6032')	3491
('104', '6029')	3492
('102', '6029')	3493
('14', '6046')	3494
('22', '6047')	3495
('4', '6048')	3496
('128', '3089')	3497
('15', '6051')	3498
('94', '6032')	3499
('142', '6017')	3500
('337', '6054')	3501
('4', '6055')	3502
('219', '6020')	3503
('99', '6032')	3504
('90', '3089')	3505
('21', '6020')	3506
('31', '6062')	3507
('136', '6040')	3508
('28', '6020')	3509
('32', '6047')	3510
('141', '6029')	3511
('45', '6033')	3512
('14', '6055')	3513
('43', '3132')	3514
('19', '6064')	3515
('8', '4292')	3516
('347', '3089')	3517
('46', '6033')	3518
('55', '6029')	3519
('7', '6064')	3520
('13', '6032')	3521
('44', '6029')	3522
('111', '6029')	3523
('29', '6033')	3524
('5', '6066')	3525
('15', '6035')	3526
('72', '6040')	3527
('138', '6040')	3528
('33', '6067')	3529
('64', '6020')	3530
('554', '100')	3531
('0', '6029')	3532
('152', '6032')	3533
('8', '1945')	3534
('352', '3089')	3535
('9', '6051')	3536
('89', '6032')	3537
('48', '6071')	3538
('448', '906')	3539
('16', '6032')	3540
('8', '6040')	3541
('45', '6014')	3542
('17', '6031')	3543
('93', '1079')	3544
('33', '6073')	3545
('794', '40')	3546
('133', '6032')	3547
('14', '6076')	3548
('4', '6046')	3549
('18', '3046')	3550
('929', '6077')	3551
('5', '6078')	3552
('122', '6017')	3553
('14', '6048')	3554
('56', '6029')	3555
('72', '4896')	3556
('53', '164')	3557
('5', '6103')	3558
('8', '6109')	3559
('31', '6111')	3560
('122', '6114')	3561
('1213', '100')	3562
('0', '182')	3563
('6', '6114')	3564
('78', '6114')	3565
('4', '6151')	3566
('17', '6155')	3567
('11', '6164')	3568
('5', '5670')	3569
('11', '6173')	3570
('8', '6175')	3571
('443', '6176')	3572
('5', '6177')	3573
('21', '6174')	3574
('15', '6179')	3575
('5', '6181')	3576
('5', '5912')	3577
('35', '6155')	3578
('9', '6184')	3579
('45', '6164')	3580
('32', '6185')	3581
('197', '1087')	3582
('15', '6188')	3583
('5', '6194')	3584
('15', '6198')	3585
('16', '6199')	3586
('5', '6200')	3587
('15', '4712')	3588
('5', '6210')	3589
('17', '6172')	3590
('8', '6215')	3591
('176', '6217')	3592
('176', '6174')	3593
('4', '6218')	3594
('15', '6219')	3595
('5', '6220')	3596
('14', '6218')	3597
('28', '6217')	3598
('15', '6184')	3599
('29', '6164')	3600
('21', '6217')	3601
('9', '6188')	3602
('5', '6237')	3603
('46', '6164')	3604
('9', '6179')	3605
('46', '6173')	3606
('5', '6250')	3607
('13', '6199')	3608
('16', '6206')	3609
('9', '4712')	3610
('64', '6217')	3611
('22', '6185')	3612
('6', '1490')	3613
('14', '6339')	3614
('31', '6340')	3615
('66', '2906')	3616
('7', '6341')	3617
('66', '981')	3618
('14', '6342')	3619
('893', '6343')	3620
('4', '6344')	3621
('14', '6345')	3622
('881', '1444')	3623
('4', '6346')	3624
('39', '6347')	3625
('14', '6348')	3626
('4', '6350')	3627
('14', '6351')	3628
('12', '6347')	3629
('881', '6343')	3630
('4', '6352')	3631
('27', '6353')	3632
('1246', '637')	3633
('14', '6354')	3634
('4', '6355')	3635
('4', '6356')	3636
('14', '6358')	3637
('25', '6359')	3638
('4', '6361')	3639
('4', '6351')	3640
('4', '6348')	3641
('4', '6363')	3642
('4', '6339')	3643
('53', '6364')	3644
('4', '6365')	3645
('439', '6366')	3646
('4', '6345')	3647
('14', '6344')	3648
('66', '6343')	3649
('50', '6353')	3650
('14', '6367')	3651
('56', '5696')	3652
('4', '6368')	3653
('51', '6369')	3654
('232', '6370')	3655
('171', '6371')	3656
('14', '6372')	3657
('4', '6373')	3658
('14', '6374')	3659
('14', '6375')	3660
('4', '6376')	3661
('4', '6378')	3662
('14', '6379')	3663
('14', '6380')	3664
('4', '5194')	3665
('51', '6382')	3666
('5', '6383')	3667
('14', '6384')	3668
('4', '6374')	3669
('14', '6385')	3670
('14', '6373')	3671
('38', '6386')	3672
('19', '6341')	3673
('893', '981')	3674
('49', '6387')	3675
('881', '981')	3676
('4', '6379')	3677
('14', '6378')	3678
('14', '6365')	3679
('4', '6367')	3680
('14', '6363')	3681
('14', '6389')	3682
('4', '6390')	3683
('14', '6391')	3684
('68', '6369')	3685
('60', '981')	3686
('14', '6392')	3687
('14', '6393')	3688
('4', '6358')	3689
('14', '6394')	3690
('14', '6356')	3691
('14', '6396')	3692
('893', '1444')	3693
('14', '6399')	3694
('44', '1490')	3695
('444', '6366')	3696
('14', '6361')	3697
('14', '6352')	3698
('14', '6400')	3699
('26', '6340')	3700
('14', '6401')	3701
('4', '6401')	3702
('14', '6355')	3703
('68', '6382')	3704
('47', '6359')	3705
('14', '6405')	3706
('4', '6394')	3707
('5', '6406')	3708
('4', '6405')	3709
('4', '6354')	3710
('67', '6364')	3711
('40', '6386')	3712
('60', '6343')	3713
('250', '6370')	3714
('14', '6346')	3715
('4', '6399')	3716
('4', '6400')	3717
('4', '6392')	3718
('4', '6396')	3719
('4', '6384')	3720
('14', '6350')	3721
('4', '6393')	3722
('14', '6409')	3723
('14', '624')	3724
('457', '6366')	3725
('4', '6342')	3726
('60', '1444')	3727
('4', '4905')	3728
('14', '6411')	3729
('4', '6391')	3730
('14', '6390')	3731
('4', '6389')	3732
('66', '1444')	3733
('55', '4480')	3734
('4', '6372')	3735
('14', '4905')	3736
('14', '6368')	3737
('56', '4480')	3738
('14', '6376')	3739
('4', '6385')	3740
('451', '6366')	3741
('60', '2906')	3742
('55', '5696')	3743
('4', '6375')	3744
('237', '6370')	3745
('166', '6371')	3746
('238', '6370')	3747
('5', '6412')	3748
('4', '624')	3749
('4', '6380')	3750
('4', '6411')	3751
('4', '6409')	3752
('78', '164')	3753
('8', '3061')	3754
('8', '3057')	3755
('122', '164')	3756
('5', '6414')	3757
('5', '1803')	3758
('5', '6415')	3759
('70', '3073')	3760
('94', '83')	3761
('5', '1461')	3762
('127', '83')	3763
('72', '3073')	3764
('72', '6420')	3765
('560', '6443')	3766
('205', '6449')	3767
('205', '6462')	3768
('1258', '6468')	3769
('205', '6481')	3770
('205', '6482')	3771
('122', '2793')	3772
('564', '6503')	3773
('138', '6420')	3774
('205', '6508')	3775
('5', '6509')	3776
('564', '6510')	3777
('153', '941')	3778
('8', '6420')	3779
('205', '6522')	3780
('141', '941')	3781
('205', '6526')	3782
('8', '5691')	3783
('205', '6510')	3784
('205', '6496')	3785
('1264', '6468')	3786
('142', '2512')	3787
('564', '6482')	3788
('205', '6503')	3789
('560', '4556')	3790
('5', '3992')	3791
('205', '6459')	3792
('5', '3061')	3793
('564', '6462')	3794
('564', '6449')	3795
('222', '6567')	3796
('560', '6568')	3797
('205', '6448')	3798
('205', '6436')	3799
('154', '2512')	3800
('78', '2793')	3801
('222', '6530')	3802
('967', '4618')	3803
('560', '6588')	3804
('564', '6593')	3805
('5', '3125')	3806
('205', '6603')	3807
('560', '6604')	3808
('560', '6605')	3809
('564', '6603')	3810
('205', '6611')	3811
('205', '6593')	3812
('564', '6611')	3813
('623', '6567')	3814
('560', '6614')	3815
('14', '6659')	3816
('275', '6670')	3817
('14', '6675')	3818
('4', '6659')	3819
('4', '6675')	3820
('5', '6698')	3821
('42', '998')	3822
('5', '6701')	3823
('5', '6707')	3824
('5', '6708')	3825
('8', '6710')	3826
('5', '6711')	3827
('4', '6715')	3828
('5', '6716')	3829
('14', '3122')	3830
('4', '6719')	3831
('14', '6715')	3832
('5', '6724')	3833
('14', '6719')	3834
('8', '2743')	3835
('5', '6728')	3836
('5', '6730')	3837
('5', '6734')	3838
('5', '6699')	3839
('4', '3122')	3840
('8', '6736')	3841
('5', '6755')	3842
('206', '6768')	3843
('33', '6768')	3844
('5', '2708')	3845
('8', '5169')	3846
('8', '3535')	3847
('5', '6782')	3848
('5', '6783')	3849
('4', '6787')	3850
('14', '6787')	3851
('153', '2932')	3852
('206', '6800')	3853
('44', '5696')	3854
('214', '6807')	3855
('33', '6799')	3856
('214', '6810')	3857
('26', '6796')	3858
('5', '6813')	3859
('4', '6824')	3860
('5', '6825')	3861
('141', '2932')	3862
('33', '6816')	3863
('5', '6811')	3864
('33', '6800')	3865
('8', '737')	3866
('33', '6821')	3867
('5', '6847')	3868
('48', '6837')	3869
('216', '6855')	3870
('640', '6857')	3871
('1266', '526')	3872
('216', '6869')	3873
('204', '6871')	3874
('204', '6883')	3875
('569', '6857')	3876
('583', '6898')	3877
('204', '6917')	3878
('204', '6869')	3879
('574', '4643')	3880
('616', '6869')	3881
('8', '6945')	3882
('5', '6949')	3883
('4', '4539')	3884
('216', '6917')	3885
('616', '6917')	3886
('583', '6967')	3887
('583', '6968')	3888
('617', '6857')	3889
('616', '6871')	3890
('624', '6898')	3891
('14', '4539')	3892
('624', '6968')	3893
('616', '6883')	3894
('561', '6917')	3895
('5', '6985')	3896
('5', '6987')	3897
('575', '6857')	3898
('204', '6855')	3899
('561', '6855')	3900
('616', '6855')	3901
('561', '6869')	3902
('560', '4643')	3903
('624', '6967')	3904
('4', '7000')	3905
('15', '338')	3906
('15', '7003')	3907
('14', '7000')	3908
('56', '0')	3909
('4', '7024')	3910
('9', '7003')	3911
('14', '7024')	3912
('14', '7027')	3913
('55', '0')	3914
('4', '7027')	3915
('4', '7032')	3916
('273', '2563')	3917
('138', '42')	3918
('275', '7039')	3919
('14', '7040')	3920
('14', '7042')	3921
('273', '7039')	3922
('4', '7042')	3923
('4', '7040')	3924
('72', '42')	3925
('14', '7065')	3926
('14', '7032')	3927
('5', '3528')	3928
('275', '2563')	3929
('4', '7075')	3930
('5', '7076')	3931
('4', '5813')	3932
('14', '5813')	3933
('136', '42')	3934
('4', '7065')	3935
('70', '42')	3936
('138', '7041')	3937
('8', '3538')	3938
('5', '7078')	3939
('5', '7086')	3940
('5', '7107')	3941
('5', '7112')	3942
('5', '7115')	3943
('70', '1945')	3944
('72', '1945')	3945
('13', '7220')	3946
('1292', '7223')	3947
('731', '2211')	3948
('1293', '7223')	3949
('9', '7229')	3950
('5', '7233')	3951
('14', '7234')	3952
('34', '7236')	3953
('9', '7237')	3954
('9', '7238')	3955
('62', '7239')	3956
('15', '5998')	3957
('1294', '7244')	3958
('22', '7245')	3959
('14', '6506')	3960
('8', '7250')	3961
('4', '6506')	3962
('14', '986')	3963
('1294', '7253')	3964
('4', '986')	3965
('5', '7256')	3966
('681', '7258')	3967
('5', '7259')	3968
('814', '7260')	3969
('681', '7261')	3970
('1294', '7262')	3971
('34', '7263')	3972
('734', '2211')	3973
('681', '7264')	3974
('738', '7265')	3975
('64', '7260')	3976
('4', '7234')	3977
('9', '7267')	3978
('681', '7236')	3979
('730', '7264')	3980
